id,dish
"('Graph60', 155)",3
"('Graph41', 53)",4
"('Graph16', 72)",3
"('Graph94', 173)",0
"('Graph68', 66)",1
"('Graph98', 40)",1
"('Graph39', 132)",0
"('Graph53', 191)",3
"('Graph91', 126)",2
"('Graph79', 28)",4
"('Graph90', 19)",5
"('Graph27', 149)",1
"('Graph61', 93)",4
"('Graph54', 183)",0
"('Graph94', 60)",0
"('Graph67', 39)",0
"('Graph64', 96)",2
"('Graph98', 183)",1
"('Graph14', 122)",3
"('Graph1', 81)",0
"('Graph74', 147)",3
"('Graph90', 123)",5
"('Graph82', 82)",0
"('Graph33', 63)",1
"('Graph54', 38)",0
"('Graph63', 198)",0
"('Graph20', 74)",0
"('Graph16', 173)",3
"('Graph35', 97)",4
"('Graph21', 73)",4
"('Graph52', 12)",3
"('Graph39', 98)",0
"('Graph48', 47)",0
"('Graph1', 190)",3
"('Graph82', 153)",0
"('Graph33', 136)",1
"('Graph54', 85)",0
"('Graph42', 5)",5
"('Graph27', 94)",4
"('Graph93', 77)",0
"('Graph81', 31)",4
"('Graph64', 75)",1
"('Graph52', 159)",5
"('Graph13', 3)",0
"('Graph78', 126)",5
"('Graph48', 92)",0
"('Graph22', 92)",5
"('Graph74', 117)",4
"('Graph32', 64)",0
"('Graph9', 200)",3
"('Graph63', 163)",2
"('Graph34', 42)",0
"('Graph51', 93)",3
"('Graph38', 25)",5
"('Graph71', 103)",5
"('Graph13', 144)",0
"('Graph49', 156)",1
"('Graph88', 100)",0
"('Graph82', 188)",0
"('Graph18', 175)",0
"('Graph18', 182)",0
"('Graph29', 50)",5
"('Graph43', 82)",3
"('Graph9', 121)",1
"('Graph65', 177)",5
"('Graph93', 171)",0
"('Graph34', 197)",0
"('Graph69', 180)",5
"('Graph38', 136)",5
"('Graph3', 67)",2
"('Graph49', 15)",2
"('Graph77', 4)",3
"('Graph95', 129)",0
"('Graph21', 49)",4
"('Graph87', 95)",5
"('Graph9', 22)",1
"('Graph63', 156)",2
"('Graph50', 170)",4
"('Graph69', 3)",5
"('Graph12', 43)",0
"('Graph71', 66)",5
"('Graph84', 65)",2
"('Graph16', 137)",3
"('Graph77', 149)",3
"('Graph18', 77)",0
"('Graph5', 66)",3
"('Graph8', 162)",0
"('Graph21', 88)",4
"('Graph92', 96)",4
"('Graph37', 4)",3
"('Graph50', 57)",5
"('Graph11', 145)",5
"('Graph12', 186)",0
"('Graph85', 187)",0
"('Graph28', 4)",0
"('Graph89', 54)",0
"('Graph22', 22)",4
"('Graph4', 158)",2
"('Graph44', 56)",4
"('Graph5', 179)",3
"('Graph91', 184)",1
"('Graph62', 153)",3
"('Graph37', 181)",3
"('Graph50', 72)",4
"('Graph11', 98)",4
"('Graph2', 35)",2
"('Graph71', 41)",5
"('Graph76', 42)",0
"('Graph89', 89)",0
"('Graph80', 52)",0
"('Graph59', 134)",0
"('Graph82', 10)",0
"('Graph4', 9)",2
"('Graph44', 73)",3
"('Graph8', 68)",0
"('Graph36', 115)",3
"('Graph60', 72)",3
"('Graph57', 112)",0
"('Graph2', 178)",2
"('Graph29', 179)",5
"('Graph76', 185)",0
"('Graph27', 132)",1
"('Graph59', 23)",0
"('Graph45', 147)",1
"('Graph68', 115)",0
"('Graph57', 1)",0
"('Graph10', 181)",0
"('Graph12', 28)",4
"('Graph2', 193)",5
"('Graph71', 20)",4
"('Graph89', 114)",0
"('Graph7', 176)",3
"('Graph45', 2)",3
"('Graph73', 9)",4
"('Graph31', 170)",0
"('Graph23', 172)",5
"('Graph57', 174)",0
"('Graph10', 4)",0
"('Graph86', 36)",1
"('Graph58', 160)",5
"('Graph7', 33)",3
"('Graph24', 128)",1
"('Graph73', 154)",4
"('Graph63', 20)",0
"('Graph19', 179)",1
"('Graph22', 110)",5
"('Graph80', 87)",3
"('Graph96', 119)",0
"('Graph99', 145)",1
"('Graph15', 158)",0
"('Graph58', 55)",5
"('Graph82', 64)",0
"('Graph31', 72)",0
"('Graph56', 125)",1
"('Graph40', 53)",4
"('Graph95', 165)",0
"('Graph66', 154)",2
"('Graph96', 198)",2
"('Graph99', 34)",1
"('Graph60', 55)",3
"('Graph6', 94)",2
"('Graph46', 100)",4
"('Graph22', 135)",4
"('Graph72', 37)",4
"('Graph83', 196)",0
"('Graph55', 179)",4
"('Graph40', 74)",4
"('Graph26', 156)",3
"('Graph95', 54)",0
"('Graph66', 43)",5
"('Graph53', 125)",1
"('Graph100', 24)",1
"('Graph25', 166)",3
"('Graph65', 4)",4
"('Graph30', 3)",3
"('Graph55', 44)",4
"('Graph41', 134)",4
"('Graph98', 117)",1
"('Graph28', 188)",0
"('Graph53', 18)",3
"('Graph14', 184)",3
"('Graph60', 106)",3
"('Graph47', 43)",4
"('Graph6', 188)",2
"('Graph75', 116)",5
"('Graph61', 138)",4
"('Graph91', 200)",2
"('Graph30', 146)",3
"('Graph97', 194)",1
"('Graph41', 17)",4
"('Graph87', 144)",5
"('Graph94', 193)",0
"('Graph35', 167)",4
"('Graph98', 4)",1
"('Graph39', 160)",0
"('Graph53', 163)",3
"('Graph14', 15)",1
"('Graph61', 57)",4
"('Graph54', 147)",0
"('Graph18', 84)",0
"('Graph20', 189)",0
"('Graph81', 193)",4
"('Graph94', 80)",0
"('Graph67', 3)",0
"('Graph98', 147)",1
"('Graph39', 17)",0
"('Graph78', 184)",0
"('Graph1', 109)",0
"('Graph74', 183)",1
"('Graph100', 74)",1
"('Graph33', 91)",1
"('Graph54', 2)",0
"('Graph20', 46)",0
"('Graph81', 176)",3
"('Graph67', 87)",0
"('Graph35', 69)",4
"('Graph52', 104)",5
"('Graph13', 94)",0
"('Graph48', 3)",0
"('Graph74', 6)",2
"('Graph32', 157)",0
"('Graph33', 180)",1
"('Graph91', 195)",2
"('Graph42', 121)",4
"('Graph93', 105)",0
"('Graph81', 35)",3
"('Graph51', 160)",3
"('Graph38', 74)",5
"('Graph13', 47)",0
"('Graph78', 90)",0
"('Graph48', 176)",0
"('Graph88', 179)",0
"('Graph74', 105)",3
"('Graph32', 108)",0
"('Graph82', 71)",0
"('Graph21', 153)",4
"('Graph34', 54)",0
"('Graph69', 193)",4
"('Graph51', 49)",3
"('Graph38', 61)",4
"('Graph13', 188)",0
"('Graph49', 120)",2
"('Graph77', 87)",3
"('Graph88', 64)",0
"('Graph25', 9)",3
"('Graph18', 139)",0
"('Graph23', 50)",5
"('Graph43', 54)",3
"('Graph9', 69)",1
"('Graph65', 149)",4
"('Graph34', 161)",0
"('Graph69', 80)",5
"('Graph38', 172)",4
"('Graph3', 47)",1
"('Graph84', 20)",2
"('Graph77', 32)",3
"('Graph18', 58)",0
"('Graph43', 197)",3
"('Graph70', 199)",4
"('Graph92', 21)",4
"('Graph65', 36)",4
"('Graph50', 142)",5
"('Graph69', 63)",4
"('Graph83', 82)",0
"('Graph12', 79)",0
"('Graph25', 104)",3
"('Graph3', 184)",1
"('Graph84', 101)",2
"('Graph89', 155)",0
"('Graph77', 177)",2
"('Graph25', 46)",3
"('Graph5', 102)",3
"('Graph8', 134)",5
"('Graph92', 132)",4
"('Graph37', 24)",3
"('Graph80', 57)",0
"('Graph50', 29)",5
"('Graph11', 141)",5
"('Graph88', 194)",0
"('Graph85', 167)",0
"('Graph28', 40)",5
"('Graph89', 42)",0
"('Graph17', 99)",0
"('Graph90', 66)",5
"('Graph4', 186)",0
"('Graph44', 20)",4
"('Graph8', 41)",5
"('Graph36', 160)",5
"('Graph37', 137)",3
"('Graph11', 30)",5
"('Graph83', 119)",0
"('Graph2', 15)",5
"('Graph85', 54)",0
"('Graph76', 70)",5
"('Graph59', 170)",0
"('Graph45', 196)",3
"('Graph4', 21)",0
"('Graph44', 165)",4
"('Graph8', 88)",0
"('Graph36', 87)",5
"('Graph57', 108)",0
"('Graph2', 158)",2
"('Graph67', 105)",0
"('Graph59', 59)",0
"('Graph45', 119)",3
"('Graph73', 92)",5
"('Graph11', 27)",5
"('Graph70', 13)",0
"('Graph83', 44)",0
"('Graph17', 46)",0
"('Graph97', 111)",1
"('Graph73', 45)",4
"('Graph31', 134)",0
"('Graph68', 123)",1
"('Graph57', 138)",0
"('Graph10', 32)",0
"('Graph94', 23)",0
"('Graph86', 88)",1
"('Graph27', 137)",4
"('Graph81', 48)",4
"('Graph58', 196)",5
"('Graph46', 166)",5
"('Graph7', 69)",3
"('Graph24', 172)",3
"('Graph73', 190)",4
"('Graph31', 55)",0
"('Graph56', 46)",1
"('Graph91', 95)",1
"('Graph95', 200)",0
"('Graph96', 147)",0
"('Graph62', 56)",3
"('Graph17', 21)",0
"('Graph15', 130)",0
"('Graph97', 10)",1
"('Graph58', 91)",5
"('Graph24', 61)",1
"('Graph29', 128)",4
"('Graph27', 78)",4
"('Graph56', 65)",1
"('Graph40', 25)",4
"('Graph95', 89)",0
"('Graph87', 23)",3
"('Graph23', 130)",5
"('Graph99', 30)",1
"('Graph27', 171)",4
"('Graph15', 19)",0
"('Graph6', 114)",4
"('Graph46', 64)",5
"('Graph72', 73)",5
"('Graph30', 84)",3
"('Graph55', 159)",4
"('Graph70', 91)",0
"('Graph40', 174)",4
"('Graph95', 42)",0
"('Graph66', 15)",5
"('Graph53', 97)",3
"('Graph79', 198)",4
"('Graph97', 33)",1
"('Graph75', 131)",4
"('Graph30', 39)",3
"('Graph55', 8)",4
"('Graph41', 98)",4
"('Graph94', 150)",0
"('Graph27', 151)",1
"('Graph98', 81)",1
"('Graph79', 87)",4
"('Graph47', 55)",4
"('Graph80', 147)",0
"('Graph75', 16)",4
"('Graph61', 150)",4
"('Graph30', 182)",3
"('Graph23', 91)",3
"('Graph35', 139)",3
"('Graph28', 120)",0
"('Graph53', 135)",1
"('Graph14', 51)",3
"('Graph1', 24)",3
"('Graph47', 166)",5
"('Graph61', 5)",4
"('Graph87', 187)",5
"('Graph42', 187)",5
"('Graph20', 145)",2
"('Graph94', 116)",0
"('Graph35', 56)",4
"('Graph98', 143)",1
"('Graph39', 61)",0
"('Graph78', 164)",0
"('Graph1', 137)",0
"('Graph74', 171)",3
"('Graph80', 182)",0
"('Graph33', 71)",1
"('Graph54', 110)",0
"('Graph28', 68)",0
"('Graph20', 2)",0
"('Graph81', 84)",4
"('Graph52', 84)",5
"('Graph13', 122)",0
"('Graph62', 73)",3
"('Graph78', 55)",0
"('Graph48', 103)",0
"('Graph27', 47)",1
"('Graph74', 58)",4
"('Graph32', 185)",0
"('Graph19', 32)",0
"('Graph20', 133)",5
"('Graph42', 93)",4
"('Graph81', 172)",4
"('Graph34', 99)",0
"('Graph19', 162)",1
"('Graph51', 132)",3
"('Graph38', 110)",5
"('Graph49', 165)",2
"('Graph78', 70)",5
"('Graph48', 148)",0
"('Graph88', 159)",0
"('Graph32', 8)",0
"('Graph9', 176)",1
"('Graph82', 133)",1
"('Graph93', 146)",0
"('Graph34', 18)",0
"('Graph51', 21)",3
"('Graph68', 132)",0
"('Graph86', 161)",4
"('Graph3', 122)",1
"('Graph49', 84)",2
"('Graph77', 115)",3
"('Graph88', 44)",5
"('Graph18', 151)",0
"('Graph22', 198)",4
"('Graph43', 42)",5
"('Graph9', 33)",1
"('Graph65', 137)",4
"('Graph34', 141)",0
"('Graph69', 76)",4
"('Graph82', 97)",0
"('Graph12', 16)",4
"('Graph3', 11)",2
"('Graph84', 56)",4
"('Graph90', 171)",5
"('Graph67', 139)",0
"('Graph5', 21)",3
"('Graph43', 185)",5
"('Graph92', 57)",4
"('Graph65', 24)",4
"('Graph63', 94)",0
"('Graph12', 99)",0
"('Graph3', 164)",2
"('Graph84', 137)",2
"('Graph22', 18)",5
"('Graph77', 173)",3
"('Graph20', 16)",0
"('Graph5', 138)",3
"('Graph8', 154)",5
"('Graph92', 168)",4
"('Graph37', 124)",1
"('Graph50', 113)",5
"('Graph19', 120)",1
"('Graph85', 67)",0
"('Graph76', 19)",5
"('Graph89', 14)",0
"('Graph17', 71)",0
"('Graph87', 107)",5
"('Graph4', 70)",0
"('Graph44', 112)",4
"('Graph8', 13)",5
"('Graph36', 132)",1
"('Graph11', 58)",4
"('Graph22', 62)",4
"('Graph2', 107)",5
"('Graph29', 132)",5
"('Graph76', 98)",5
"('Graph23', 17)",5
"('Graph59', 78)",4
"('Graph45', 168)",3
"('Graph4', 49)",0
"('Graph44', 129)",4
"('Graph36', 43)",5
"('Graph29', 102)",4
"('Graph57', 72)",0
"('Graph19', 83)",0
"('Graph86', 154)",4
"('Graph97', 159)",1
"('Graph27', 115)",1
"('Graph21', 82)",4
"('Graph7', 135)",3
"('Graph45', 91)",3
"('Graph73', 64)",4
"('Graph63', 76)",2
"('Graph16', 43)",3
"('Graph29', 106)",5
"('Graph58', 153)",5
"('Graph26', 69)",1
"('Graph90', 6)",5
"('Graph63', 45)",0
"('Graph10', 92)",2
"('Graph19', 54)",1
"('Graph86', 124)",3
"('Graph90', 196)",5
"('Graph16', 86)",3
"('Graph46', 130)",3
"('Graph7', 89)",1
"('Graph24', 72)",1
"('Graph73', 162)",5
"('Graph31', 19)",0
"('Graph56', 50)",4
"('Graph68', 6)",0
"('Graph22', 86)",5
"('Graph96', 191)",0
"('Graph15', 166)",0
"('Graph58', 127)",4
"('Graph46', 51)",5
"('Graph72', 30)",5
"('Graph56', 165)",1
"('Graph40', 125)",4
"('Graph64', 44)",2
"('Graph87', 11)",5
"('Graph82', 77)",0
"('Graph15', 55)",0
"('Graph6', 22)",5
"('Graph25', 159)",3
"('Graph72', 109)",3
"('Graph30', 120)",2
"('Graph16', 150)",3
"('Graph55', 123)",4
"('Graph41', 191)",4
"('Graph40', 146)",4
"('Graph68', 41)",1
"('Graph66', 115)",4
"('Graph53', 69)",1
"('Graph80', 194)",0
"('Graph79', 170)",3
"('Graph47', 100)",4
"('Graph6', 133)",2
"('Graph75', 175)",4
"('Graph61', 195)",4
"('Graph60', 190)",3
"('Graph55', 20)",4
"('Graph41', 78)",4
"('Graph94', 138)",0
"('Graph64', 119)",0
"('Graph98', 77)",0
"('Graph27', 197)",1
"('Graph14', 192)",3
"('Graph79', 59)",4
"('Graph47', 19)",4
"('Graph90', 84)",5
"('Graph75', 60)",4
"('Graph61', 114)",4
"('Graph54', 172)",0
"('Graph25', 19)",3
"('Graph20', 196)",0
"('Graph94', 25)",0
"('Graph67', 56)",0
"('Graph71', 163)",5
"('Graph60', 71)",3
"('Graph14', 87)",3
"('Graph85', 2)",1
"('Graph1', 52)",0
"('Graph47', 130)",2
"('Graph23', 145)",2
"('Graph33', 18)",1
"('Graph71', 89)",4
"('Graph42', 159)",4
"('Graph20', 117)",0
"('Graph81', 137)",4
"('Graph94', 104)",0
"('Graph35', 28)",4
"('Graph64', 82)",2
"('Graph52', 33)",5
"('Graph39', 89)",0
"('Graph78', 128)",0
"('Graph1', 165)",0
"('Graph82', 141)",3
"('Graph33', 99)",1
"('Graph54', 74)",0
"('Graph42', 32)",4
"('Graph93', 80)",0
"('Graph16', 191)",1
"('Graph68', 151)",0
"('Graph52', 176)",5
"('Graph13', 102)",0
"('Graph23', 165)",3
"('Graph78', 19)",5
"('Graph48', 123)",0
"('Graph74', 94)",4
"('Graph32', 165)",0
"('Graph19', 12)",0
"('Graph98', 152)",1
"('Graph21', 162)",4
"('Graph16', 18)",3
"('Graph34', 79)",0
"('Graph51', 120)",3
"('Graph38', 2)",5
"('Graph52', 195)",5
"('Graph19', 138)",1
"('Graph49', 129)",2
"('Graph80', 94)",0
"('Graph32', 52)",0
"('Graph43', 127)",4
"('Graph9', 156)",1
"('Graph63', 181)",0
"('Graph93', 142)",0
"('Graph64', 163)",0
"('Graph69', 153)",5
"('Graph51', 9)",5
"('Graph68', 160)",1
"('Graph71', 117)",4
"('Graph3', 102)",1
"('Graph49', 48)",2
"('Graph77', 111)",3
"('Graph88', 8)",0
"('Graph43', 14)",5
"('Graph9', 13)",1
"('Graph65', 109)",4
"('Graph50', 183)",4
"('Graph69', 104)",5
"('Graph64', 152)",0
"('Graph84', 92)",4
"('Graph22', 9)",4
"('Graph18', 98)",0
"('Graph5', 57)",3
"('Graph43', 157)",3
"('Graph87', 77)",5
"('Graph92', 93)",4
"('Graph37', 47)",3
"('Graph50', 198)",4
"('Graph12', 135)",4
"('Graph71', 80)",5
"('Graph3', 128)",1
"('Graph84', 173)",3
"('Graph83', 142)",0
"('Graph5', 174)",3
"('Graph91', 147)",1
"('Graph62', 188)",3
"('Graph37', 80)",3
"('Graph50', 85)",5
"('Graph11', 69)",5
"('Graph2', 56)",5
"('Graph85', 111)",0
"('Graph76', 15)",5
"('Graph89', 98)",0
"('Graph17', 91)",0
"('Graph4', 98)",0
"('Graph44', 108)",4
"('Graph8', 97)",0
"('Graph36', 152)",1
"('Graph37', 193)",3
"('Graph2', 87)",5
"('Graph71', 63)",5
"('Graph76', 158)",0
"('Graph59', 114)",0
"('Graph45', 140)",3
"('Graph36', 15)",3
"('Graph57', 36)",0
"('Graph10', 154)",0
"('Graph86', 190)",1
"('Graph97', 131)",1
"('Graph29', 31)",4
"('Graph7', 155)",3
"('Graph45', 63)",3
"('Graph73', 100)",4
"('Graph97', 90)",1
"('Graph57', 181)",0
"('Graph20', 187)",0
"('Graph86', 15)",0
"('Graph71', 26)",5
"('Graph58', 189)",5
"('Graph7', 12)",3
"('Graph65', 64)",4
"('Graph90', 34)",5
"('Graph63', 49)",0
"('Graph70', 90)",0
"('Graph10', 120)",0
"('Graph96', 72)",0
"('Graph99', 180)",1
"('Graph60', 46)",3
"('Graph58', 12)",5
"('Graph7', 125)",3
"('Graph24', 116)",1
"('Graph83', 10)",0
"('Graph31', 111)",0
"('Graph56', 22)",1
"('Graph95', 128)",0
"('Graph66', 177)",5
"('Graph100', 133)",5
"('Graph15', 74)",0
"('Graph58', 99)",4
"('Graph46', 31)",5
"('Graph72', 2)",3
"('Graph18', 104)",0
"('Graph56', 137)",1
"('Graph40', 97)",4
"('Graph95', 17)",0
"('Graph66', 198)",5
"('Graph28', 147)",0
"('Graph99', 86)",1
"('Graph60', 1)",3
"('Graph6', 42)",2
"('Graph25', 187)",3
"('Graph95', 47)",0
"('Graph72', 145)",5
"('Graph30', 28)",3
"('Graph26', 73)",5
"('Graph55', 71)",4
"('Graph41', 155)",3
"('Graph26', 75)",5
"('Graph66', 87)",4
"('Graph53', 41)",1
"('Graph70', 2)",0
"('Graph79', 142)",4
"('Graph47', 64)",4
"('Graph6', 153)",2
"('Graph75', 75)",4
"('Graph61', 175)",4
"('Graph82', 117)",0
"('Graph60', 154)",3
"('Graph41', 42)",3
"('Graph94', 174)",0
"('Graph98', 41)",3
"('Graph39', 135)",0
"('Graph53', 190)",3
"('Graph60', 100)",3
"('Graph61', 94)",3
"('Graph54', 136)",0
"('Graph87', 134)",5
"('Graph94', 61)",0
"('Graph67', 36)",0
"('Graph98', 184)",1
"('Graph14', 123)",3
"('Graph1', 80)",0
"('Graph74', 144)",3
"('Graph33', 62)",1
"('Graph54', 39)",0
"('Graph99', 65)",1
"('Graph20', 73)",5
"('Graph81', 173)",4
"('Graph25', 57)",3
"('Graph35', 96)",4
"('Graph52', 13)",5
"('Graph39', 101)",0
"('Graph48', 46)",0
"('Graph1', 193)",0
"('Graph100', 92)",1
"('Graph33', 143)",1
"('Graph91', 2)",1
"('Graph54', 86)",0
"('Graph42', 4)",5
"('Graph93', 76)",0
"('Graph81', 28)",3
"('Graph52', 156)",5
"('Graph13', 2)",0
"('Graph78', 127)",5
"('Graph48', 95)",0
"('Graph74', 114)",4
"('Graph32', 65)",0
"('Graph71', 199)",4
"('Graph34', 43)",0
"('Graph51', 92)",5
"('Graph38', 38)",4
"('Graph13', 147)",0
"('Graph49', 157)",1
"('Graph91', 86)",1
"('Graph60', 178)",3
"('Graph18', 160)",0
"('Graph28', 58)",0
"('Graph43', 83)",3
"('Graph26', 47)",3
"('Graph9', 120)",3
"('Graph65', 178)",4
"('Graph93', 170)",0
"('Graph64', 135)",0
"('Graph69', 181)",5
"('Graph83', 75)",0
"('Graph38', 137)",4
"('Graph3', 66)",2
"('Graph49', 12)",2
"('Graph77', 11)",3
"('Graph25', 7)",3
"('Graph27', 160)",4
"('Graph86', 155)",0
"('Graph92', 14)",4
"('Graph65', 65)",4
"('Graph50', 171)",4
"('Graph69', 4)",5
"('Graph12', 40)",0
"('Graph84', 64)",4
"('Graph89', 164)",0
"('Graph77', 148)",3
"('Graph18', 78)",0
"('Graph5', 93)",3
"('Graph8', 163)",0
"('Graph26', 18)",4
"('Graph92', 97)",4
"('Graph37', 3)",3
"('Graph50', 58)",4
"('Graph11', 144)",5
"('Graph83', 96)",0
"('Graph12', 187)",0
"('Graph85', 184)",1
"('Graph28', 3)",5
"('Graph89', 55)",0
"('Graph25', 92)",3
"('Graph4', 159)",2
"('Graph44', 59)",2
"('Graph5', 178)",3
"('Graph91', 191)",1
"('Graph62', 152)",3
"('Graph37', 180)",3
"('Graph50', 73)",4
"('Graph11', 97)",5
"('Graph67', 192)",0
"('Graph2', 36)",2
"('Graph85', 11)",0
"('Graph76', 43)",0
"('Graph89', 70)",0
"('Graph59', 133)",0
"('Graph17', 188)",0
"('Graph4', 14)",0
"('Graph44', 72)",3
"('Graph8', 69)",0
"('Graph36', 124)",3
"('Graph57', 115)",0
"('Graph87', 172)",3
"('Graph83', 5)",0
"('Graph2', 179)",2
"('Graph76', 186)",5
"('Graph59', 22)",0
"('Graph45', 144)",3
"('Graph85', 10)",1
"('Graph10', 182)",0
"('Graph2', 194)",2
"('Graph29', 35)",4
"('Graph67', 91)",0
"('Graph7', 191)",3
"('Graph45', 3)",3
"('Graph73', 8)",5
"('Graph31', 173)",0
"('Graph91', 172)",2
"('Graph70', 31)",0
"('Graph57', 145)",0
"('Graph10', 5)",0
"('Graph62', 195)",3
"('Graph17', 60)",0
"('Graph22', 141)",5
"('Graph80', 34)",0
"('Graph58', 161)",4
"('Graph20', 192)",0
"('Graph7', 32)",3
"('Graph24', 135)",3
"('Graph73', 153)",4
"('Graph63', 21)",0
"('Graph22', 105)",4
"('Graph96', 116)",0
"('Graph99', 144)",1
"('Graph15', 157)",0
"('Graph20', 157)",0
"('Graph58', 48)",5
"('Graph27', 16)",2
"('Graph24', 16)",5
"('Graph31', 75)",0
"('Graph56', 122)",1
"('Graph40', 52)",3
"('Graph95', 164)",0
"('Graph66', 149)",4
"('Graph93', 103)",0
"('Graph62', 38)",3
"('Graph17', 27)",0
"('Graph15', 110)",0
"('Graph97', 56)",3
"('Graph6', 95)",4
"('Graph46', 123)",4
"('Graph72', 38)",5
"('Graph29', 150)",5
"('Graph55', 178)",4
"('Graph21', 19)",4
"('Graph40', 69)",4
"('Graph95', 53)",0
"('Graph66', 42)",4
"('Graph23', 156)",3
"('Graph53', 124)",1
"('Graph100', 39)",1
"('Graph63', 87)",2
"('Graph25', 167)",3
"('Graph72', 181)",4
"('Graph60', 117)",3
"('Graph55', 35)",4
"('Graph41', 135)",4
"('Graph98', 118)",1
"('Graph53', 13)",1
"('Graph14', 185)",3
"('Graph17', 198)",0
"('Graph79', 114)",4
"('Graph47', 44)",4
"('Graph6', 189)",4
"('Graph75', 119)",4
"('Graph61', 139)",4
"('Graph30', 147)",3
"('Graph41', 22)",4
"('Graph94', 194)",0
"('Graph35', 166)",4
"('Graph98', 5)",1
"('Graph39', 163)",0
"('Graph53', 162)",3
"('Graph14', 8)",3
"('Graph79', 3)",4
"('Graph80', 129)",0
"('Graph61', 58)",3
"('Graph54', 148)",0
"('Graph20', 188)",0
"('Graph94', 81)",0
"('Graph80', 107)",0
"('Graph98', 138)",1
"('Graph39', 16)",0
"('Graph62', 80)",3
"('Graph78', 185)",0
"('Graph17', 173)",0
"('Graph1', 108)",0
"('Graph74', 180)",3
"('Graph33', 90)",1
"('Graph54', 3)",0
"('Graph21', 91)",4
"('Graph20', 45)",0
"('Graph81', 177)",2
"('Graph35', 68)",5
"('Graph52', 105)",5
"('Graph13', 81)",5
"('Graph90', 198)",5
"('Graph78', 200)",5
"('Graph48', 2)",0
"('Graph74', 7)",3
"('Graph32', 158)",0
"('Graph33', 171)",1
"('Graph42', 120)",5
"('Graph91', 17)",2
"('Graph81', 32)",4
"('Graph51', 175)",3
"('Graph38', 75)",5
"('Graph25', 127)",3
"('Graph13', 46)",0
"('Graph78', 91)",5
"('Graph48', 179)",0
"('Graph88', 178)",0
"('Graph32', 109)",0
"('Graph21', 119)",4
"('Graph67', 180)",0
"('Graph21', 154)",4
"('Graph34', 55)",0
"('Graph69', 194)",5
"('Graph51', 48)",3
"('Graph38', 58)",4
"('Graph13', 191)",0
"('Graph49', 121)",1
"('Graph90', 132)",5
"('Graph77', 86)",3
"('Graph88', 67)",0
"('Graph67', 160)",0
"('Graph43', 55)",5
"('Graph82', 24)",0
"('Graph9', 68)",1
"('Graph65', 150)",4
"('Graph23', 11)",3
"('Graph34', 166)",0
"('Graph69', 81)",4
"('Graph38', 173)",5
"('Graph3', 46)",2
"('Graph84', 23)",4
"('Graph77', 39)",3
"('Graph97', 164)",1
"('Graph18', 59)",0
"('Graph43', 198)",5
"('Graph92', 18)",3
"('Graph65', 37)",4
"('Graph25', 116)",3
"('Graph50', 143)",4
"('Graph69', 32)",5
"('Graph12', 76)",3
"('Graph3', 191)",0
"('Graph84', 100)",2
"('Graph89', 152)",0
"('Graph77', 176)",3
"('Graph4', 200)",0
"('Graph5', 97)",3
"('Graph8', 135)",0
"('Graph16', 24)",3
"('Graph37', 103)",3
"('Graph50', 30)",5
"('Graph11', 140)",4
"('Graph85', 164)",1
"('Graph28', 39)",0
"('Graph89', 43)",0
"('Graph17', 98)",0
"('Graph4', 187)",2
"('Graph44', 23)",4
"('Graph8', 54)",0
"('Graph36', 161)",3
"('Graph37', 136)",2
"('Graph23', 12)",5
"('Graph19', 74)",1
"('Graph97', 101)",1
"('Graph85', 55)",3
"('Graph80', 39)",0
"('Graph76', 71)",5
"('Graph27', 72)",4
"('Graph59', 169)",0
"('Graph45', 197)",3
"('Graph4', 42)",0
"('Graph44', 164)",4
"('Graph63', 101)",2
"('Graph8', 89)",0
"('Graph36', 80)",3
"('Graph57', 111)",0
"('Graph65', 82)",4
"('Graph2', 159)",5
"('Graph27', 26)",4
"('Graph68', 97)",0
"('Graph59', 58)",0
"('Graph45', 116)",3
"('Graph73', 91)",5
"('Graph29', 116)",4
"('Graph29', 71)",4
"('Graph27', 101)",4
"('Graph23', 178)",3
"('Graph73', 44)",5
"('Graph31', 137)",0
"('Graph16', 53)",3
"('Graph57', 141)",0
"('Graph10', 33)",0
"('Graph96', 1)",0
"('Graph86', 71)",1
"('Graph16', 27)",1
"('Graph58', 197)",5
"('Graph46', 165)",5
"('Graph7', 68)",3
"('Graph19', 129)",1
"('Graph79', 141)",4
"('Graph31', 54)",0
"('Graph80', 73)",0
"('Graph56', 47)",1
"('Graph18', 10)",0
"('Graph64', 51)",2
"('Graph96', 144)",0
"('Graph99', 140)",1
"('Graph15', 129)",0
"('Graph58', 84)",5
"('Graph71', 136)",5
"('Graph67', 185)",0
"('Graph56', 94)",0
"('Graph40', 24)",4
"('Graph68', 48)",5
"('Graph95', 88)",0
"('Graph87', 16)",5
"('Graph83', 179)",0
"('Graph86', 79)",0
"('Graph15', 18)",0
"('Graph6', 115)",2
"('Graph46', 71)",3
"('Graph72', 74)",5
"('Graph30', 85)",3
"('Graph93', 37)",0
"('Graph55', 158)",4
"('Graph40', 169)",4
"('Graph27', 92)",1
"('Graph64', 30)",0
"('Graph66', 14)",5
"('Graph53', 96)",2
"('Graph78', 77)",5
"('Graph79', 193)",5
"('Graph90', 77)",5
"('Graph75', 130)",4
"('Graph30', 36)",3
"('Graph55', 15)",4
"('Graph41', 99)",4
"('Graph83', 135)",0
"('Graph94', 151)",0
"('Graph68', 91)",0
"('Graph98', 82)",1
